Місяць,Середня температура повітря (°C),Відносна вологість повітря (%),Швидкість вітру (м/с),Кількість опадів (мм),Сонячна радіація (МДж/м²),Тривалість сонячного дня (годин),Температура ґрунту (°C),Вологість ґрунту (%),pH ґрунту,Вміст органічної речовини в ґрунті (%),Вміст важких металів у ґрунті (мг/кг),Вміст викидів пилу у повітрі (мг/м³),"Концентрація діоксиду азоту (NO₂, мг/м³)","Концентрація діоксиду сірки (SO₂, мг/м³)",Присутність фосфатів у водоймах (мг/л),Біомаса рослинності (кг/м²),Чисельність травоїдних тварин (особини/км²),Чисельність хижаків (особини/км²),Чисельність декомпозиторів (особини/км²),Різноманіття видів рослин (кількість видів)
2,-5.286609363542637,57.9180003091181,7.639810280305037,12.251901500826197,13.115435313118928,6,-11.291856942564861,20.900208327145833,7.477813292145041,2.4273822387812007,1.878039662667722,134.94813347283963,26.596202834667938,5.089622610889048,0.3969749650704981,3.58313531194299,93.68452308885814,27.904805220413927,7355.729579710221,120.69362765512857
3,3.5862436755848934,60.02265902223948,6.076416393267561,38.7855108828787,7.392040179812367,8,5.6911219248385425,10.034821112978392,6.948881724121954,4.594058079135391,0.520426844875256,59.94142666773032,33.499434114578506,8.703053697967102,0.4252685600920837,1.7831110848939427,195.40342995497156,10.653028689980218,810.3975274323927,76.05503990204909
4,5.461989376088033,61.087175482594866,6.279736518262445,14.020768691690748,6.357233323068993,10,9.710500536207018,29.979498305024403,7.070022947289298,2.3141306603116085,1.78633032029884,138.8557816966158,22.998273113978435,14.240266878220433,0.2512403035905088,3.797083190204378,177.18713323718396,28.999145342801604,1995.069128976546,101.83051365435199
5,17.813452400961374,75.26248310170155,7.589649465610346,87.36503181987737,15.538192594157183,12,17.72170288944468,21.473125326937804,6.667719358323318,3.2184844796127248,1.2784024194372587,69.89963044645413,15.899772563463879,6.597944243129701,0.46299141486945117,0.5865861763825908,76.36681545141312,16.132621866139665,2471.947001782849,110.87733506032188
6,16.76171072390825,45.89081215813183,8.205921178526038,78.31978696902735,6.563792985869215,14,26.6947603724755,25.232783083887085,7.283406806700574,3.4233467136874225,0.6129749723135375,104.59668786313127,24.85429706091288,8.284293515182407,0.21022821672244876,3.171444424603339,168.94829913405047,12.496606585835552,6739.014611178712,182.2465632771402
7,24.49875635659012,56.860960932710256,6.5142905231706845,15.217700145212172,15.369847408513957,14,32.55719013443117,19.936048181429292,5.936539625018491,2.0864551254225905,1.31076663902549,51.31410989571282,28.55558348485137,10.795332824862964,0.0956935500142567,2.279290339612464,164.8983806851845,20.60369057174581,2389.1374589734005,82.19586197801087
8,27.400830836590607,71.59865102338188,7.94985806522407,21.096083057952526,8.360594649905265,13,24.812756388887358,31.430033671822702,7.730286607921175,4.4957298867647815,0.18245609756041203,125.81868992852304,45.96364710084327,5.851236352289781,0.21397763795072416,2.3781361315384557,108.1875932208749,17.917141400927765,7144.668409707984,180.04137595186467
9,19.39837281257481,61.78494092775439,4.695102507645281,69.92090371291181,11.251408664015512,11,5.838891920017155,27.998036304261376,6.20245985320706,2.1472559368015713,0.1391800454011179,140.73377125793795,20.083040345766754,11.718487887845953,0.47578246192043916,2.136309425732538,69.65233088157784,18.798401181166483,1161.4899009054889,64.26318175603046
10,13.514770738024598,53.02396945140653,7.1080318010119266,55.80319017957956,8.334900368066211,9,10.356405973064152,11.72483839749382,6.3680308739742735,3.5685086750614747,0.5339492423627388,104.12539757448366,12.07247686785227,12.272148468059402,0.36034793283179783,2.004811206348705,268.6466038297345,20.80481953101664,7688.6968704405335,92.61827191624681
11,4.57152531598323,67.30701654485635,7.706610092920588,91.19450053391023,13.267957819877314,6,7.657073463144311,23.542423489701385,6.997997319043094,3.335295718692157,0.3767132484961955,89.722936502097,49.097929210647244,16.807789935984264,0.3762742575291838,2.7515808095537033,136.97716837181113,9.240379861959461,2184.1370123201737,50.948313431397516
12,-4.632597895508226,76.53449013503952,3.4202021607825377,18.26653596798447,10.035906017328767,5,-8.61923155874533,21.271909019443296,6.160255135802528,3.019198116035087,1.824354080763561,60.20277264009684,41.42072186919588,14.38750550336689,0.17539359335937318,3.3622589442312267,198.76901739906623,5.215468189972509,1015.4615117929984,162.89593391784783
1,-7.767361052074028,58.247850628459325,2.312444657762272,24.15867345651432,16.96628675143851,5,-2.5647429905781713,24.00006351596823,6.237819524514219,4.798102450003491,1.2855285428909307,122.54668612599141,10.131316811528617,11.754794013130407,0.43676505229677837,1.6838164913145244,231.63779421807024,21.441870628216137,1641.6377476572457,166.23557408816077
2,-7.437366048436005,72.75613434573734,9.91871503101185,96.21832886305864,17.003626145855073,6,-4.982238636554467,26.870614395518498,7.320270975860232,2.025204572834716,0.29449581981061723,95.60298283064643,10.261381605716364,18.633584761602457,0.24993472948028814,1.402184764617926,148.4552923993998,26.269410266000072,7453.946553230868,67.43524707159801
3,3.4457244376890372,66.02022031974386,6.26952481898038,80.15069097062437,8.342670301789362,8,2.0277644555742906,17.98381538627023,5.736280862441287,2.3152383366698115,0.35929579418778645,98.01147960215313,14.2332079350924,13.551557638852604,0.29826555840885727,3.663637785426619,206.59414908137856,29.639696022037533,732.4443495562612,155.62192049676784
4,5.264800780530433,72.82199100436166,4.472651882836319,65.01769888533306,9.643071081325065,10,3.1821007830529813,28.08781295223206,7.7615509506752165,2.550747331100105,1.849335702286841,33.924584742613405,39.42647530198125,19.391677372685088,0.08221173206055646,2.022815163643737,134.36437058959984,14.711943754602453,6148.548043488324,149.1783398833339
5,19.686869644628192,48.346577651039,5.889347823932921,50.421353087712404,18.782841633886243,12,5.212384649539199,34.72926001917735,6.699335785931321,3.8766189417007926,0.7840998560308594,130.09110040889234,32.47951780473531,14.942164043746473,0.32796330694973147,1.7739374896420639,68.99774895165396,25.192655652351252,2672.8693938823812,177.33953427165568
6,24.129645131862397,55.916678114386514,6.348224340762605,68.09434231252939,15.600251116380084,14,30.558453362676783,13.993873555449618,7.8603609619215415,3.2325218432825324,1.7348555669151169,44.764745374651,11.161158888188591,13.600160654342762,0.1690864767454951,3.9456170173178227,76.11336367884573,6.182571650088043,837.6336391484994,82.53105428356918
7,26.687866745480076,62.750351814011125,4.150682243502054,17.991379667521834,8.506056421914781,14,17.60367661961792,28.64167092890121,7.4498659575032855,4.331042039185459,1.9411770343868824,134.37212275509432,29.912189887140194,11.224040313637477,0.45872657367763625,2.6392883821685134,123.59966675639882,19.111600692879186,7941.120670220947,177.42050902285433
8,19.937916024833584,82.88294916627476,9.833159003312042,30.80502634738737,18.43388177752012,13,32.19686522477197,10.993839330851015,7.174222982654218,2.915842139093508,1.381763990334564,138.33042371568285,29.95116991958074,11.216192461829792,0.46155032288183445,3.9094022120848644,65.55908194845068,28.071201728705184,1120.7640014141662,100.59293200753845
9,17.62574122430327,74.96666418728628,7.532397016112496,13.520123925496154,6.9944907203614,11,23.72432996439497,12.03653470989727,5.696364792432791,4.506937813273611,1.3184049311234838,62.47356753909924,16.628419482865056,18.262556298392223,0.494383501237971,0.674901049549902,188.52834552255044,11.532589622645377,6742.90125162278,101.91096376622086
10,12.146292891863398,64.27855396868247,5.873710434354733,87.21994880623792,12.056066388868462,9,16.911990682889613,19.085670700939385,5.936957356160763,3.3664321329698454,1.0468759846163422,79.58173168110184,42.33321647517129,13.470184121901458,0.4453375951618134,2.2996492322057973,106.17877072050106,8.237396006568815,7012.721157084657,58.425919835331754
11,-1.1767327165616641,42.86463335129385,4.813607774636383,57.93540547542341,5.298120965339011,6,1.7649648371572724,19.843986782265652,7.434112956139745,4.48986986523867,1.4014381291337903,78.92189726774423,18.645943801679525,17.7067230095384,0.17741787862176425,1.7470216051823222,279.00288679676123,29.389931389947826,7235.982172883781,199.73520853416215
12,-3.6554557804926127,71.69608829290368,3.6443745961432557,95.76613440098886,18.149402474206305,5,-9.388798113765201,22.229061831045673,5.675139151563875,4.859926589801651,1.1882598226707664,48.102073700302334,21.69597254495503,19.709845589447895,0.31165100298405685,1.972390934372413,174.96136544638455,7.463751809433584,1062.67070054657,138.90616149505775
1,-7.4399798177984175,56.16189360865485,6.095025572602281,16.540835449345504,19.159867571473193,5,-10.594324683236671,11.794469766799972,5.92376068143526,2.2864217434475504,0.43934855828339436,71.2617974015926,39.52203575742083,9.085225211825597,0.22360404475140552,3.7506505076088272,123.95543483149386,24.867993831617746,1683.6265436177482,76.74826193858715
2,-5.7192356326186715,50.53460127098738,9.127252664148342,14.567706201113001,13.959088492157594,6,-3.9365590577572025,11.650648187986192,7.331410537177228,3.406692633536588,1.4738394096401362,126.63487310123443,22.915974079627755,12.267288244032315,0.13777278208632557,1.2052971223281725,50.148689510664354,29.090787801995933,3806.9635199723616,51.9604659588311
3,-1.9374299570236628,52.97586558480378,1.1254391083910658,43.70631558926935,5.944077521584218,8,-6.332722950444735,26.73453485186375,7.7671032236072115,3.2281597499068377,1.689863817524272,18.95083725332586,41.1076022388073,5.941999884843364,0.4208353173667023,3.588282207052224,246.49346059557857,25.518725610282225,4711.134247492392,89.7327413873978
4,11.432310026609667,59.779374208436266,1.048029048271414,52.914313579135154,14.767818868258184,10,0.2776731938264154,25.53400840270394,7.131329765542141,2.47432273471669,0.919040951797368,145.1849011200329,45.3675691119913,11.162321342873792,0.1814246713318362,0.9342823834189959,58.79727113503995,12.436569436051968,7552.125103116788,193.79201770005008
5,18.125193405762765,55.787116608393674,2.292637895939001,63.598012804511136,14.697575108092721,12,13.491471384912082,27.291169888966007,7.366704714129338,4.34918499072434,1.0543664115792637,121.871504970564,11.019057050778272,15.206065501083044,0.12546063895473514,1.4468210209067864,72.82542665168307,9.809806589829481,7940.061747515022,112.30851958452129
6,28.916480980330284,47.33047876867592,2.836529578886676,60.20320184335641,10.242988113186236,14,26.0978802143699,20.551164393010758,7.528993093663654,3.294677213513251,1.1874634466327014,58.34488200320338,38.16163949754616,14.821013134485712,0.2045305060592883,1.466112359767088,203.52609370507474,28.578791230275193,1494.8226801995115,169.86749275183405
7,26.14487659212136,63.65018628282366,9.655157328183813,64.52873178117011,17.45776741622777,14,25.861931221892412,16.246334181377232,7.236225678645274,4.769530713332012,1.6983371816591435,41.77908684241143,22.675564762486008,12.753210109605165,0.29008561466567195,1.178349400604849,107.50308500379114,23.97077672588591,5977.380625362069,175.88132219433368
8,29.061017301923236,53.87175035062113,8.736354609135216,69.94106121485677,19.36655635837699,13,17.52977974456198,16.74178754098814,7.260733621731816,4.785232322114829,1.6666560670942259,113.15034030210307,25.492367922295532,15.766510020529608,0.40253683245109906,3.1364998792671153,219.20269957153076,6.178281292267575,5447.861998361065,121.74419832243656
9,19.615692715496856,67.3235447519682,6.474045306117693,99.46496686327748,6.403816846713582,11,10.526325702007057,26.401985974225642,6.288090640085937,3.0384504437873656,1.7960253856145063,93.21277718037254,14.114623312166184,9.662938785989327,0.04726860448471484,2.446454767065008,93.31704909399741,26.427878750627656,4829.855198423749,58.9063462896642
10,8.00875663624319,67.7351950256257,4.019484863744454,56.18590017345601,18.640434420241036,9,7.0007194101255665,18.3968215617447,7.549392103281747,2.9562695687503098,0.24812085386674532,39.427568822061815,47.95201003185204,18.99939188866582,0.12015792448129241,2.4372565558454005,84.34202510575071,21.866940712788395,1889.79347007358,57.468563438240594
11,3.7742776504615954,54.64301722256316,1.9767016320408732,85.05135557760028,16.435962163192226,6,4.623893657343459,32.78121774611323,6.723065217176588,2.3841694927603934,0.21655817880072709,57.989537424553916,13.473233205496648,13.03264160520628,0.01710451873334736,2.053171555282816,94.61507246339636,14.206701096678954,5562.755560780169,102.64456565760523
12,-6.293300563998924,84.58378297777759,7.469332504536576,56.24755406650462,13.690634764963692,5,-3.6972605272178356,10.614384973521048,5.700661476313119,3.947568054069955,0.792490831811796,22.48494543130988,21.900529842065044,6.954251306320852,0.4589937826908974,1.2102388739359027,85.92279934851311,20.654220427215414,4414.339477076245,136.3898681053688
1,-7.820259259798424,61.02261899194583,8.009178002624164,29.792996634310065,10.94793954246851,5,-0.6326192260807613,14.74964252965113,6.2344339876046675,2.5747007728579714,0.1389414430804577,51.4270398806255,11.858697838489567,7.3202768960995,0.18771421433313118,0.5725242597413538,238.23914148267914,24.88972534423867,3585.6035181377215,197.6998969061404
2,-4.6050304259615045,73.4674786591337,2.730703812995201,85.3693860539542,19.175695970322593,6,-9.455347501393124,27.161607359659502,7.367352621658329,2.915507515428647,1.0025171048873631,28.167777633397755,16.923792158380316,5.923557854707921,0.28448109036719393,2.6884201404704426,279.0298958584333,18.55462026559004,2454.5852810607494,58.92103198866782
3,4.1946713692558575,61.548613533762406,7.635897904980891,11.318441373603008,12.322083839966265,8,-1.462715406169524,10.75828181534567,7.439182017681146,3.5387049586808397,0.7330424616831487,123.7827953274989,27.87693807400666,5.0524693455245195,0.4727793396987795,1.3948895916183492,257.64388051583535,25.410384602031826,1717.8044852054848,121.1004021822165
4,5.40198978498493,55.95482527998079,7.57880959032658,31.336252309932185,6.75691896113465,10,10.142471018700178,23.4246596093408,7.189572328302895,4.277413240407772,1.422038109402845,129.13064811980485,18.916258571281595,13.546501193247442,0.18644672513644933,3.867393249505748,160.06988085370597,28.992848328338916,6267.992405443295,157.76957931030486
5,14.91563711921827,59.95201604150209,5.7389336876656625,36.42697566342579,18.567649097577,12,20.886613105307326,30.034896358126097,6.582883988623591,2.2132668447326513,1.3978469040599293,65.54583383614059,44.817212498033015,16.705076576747953,0.08121078957498047,2.6060050568847997,223.0534814817961,19.203439495609036,4355.31632116446,84.1794612508912
6,18.538602666317765,74.56036623891495,1.1682080700720143,80.10190564350187,12.901981048087087,14,33.4055663096209,34.93303869307307,7.158711412772403,3.2367715832604107,1.0026632262653195,42.56908273295353,13.96937295965924,13.681450899532027,0.40469259800363433,1.4161828120522464,154.91320256133747,18.86934154442452,7309.2336497754295,70.79468414930841
7,21.55324753094494,81.33387033036031,1.3558203383922263,69.05040706538728,14.592888248269274,14,22.5813608408141,21.704116975177953,7.637294878701403,2.4949461900403374,0.5399782087299615,84.16730554438521,26.389816920001206,13.615587463177754,0.46121120118595993,3.709857062082428,107.50458492874793,12.55361532122101,1715.5151097277242,189.16855571958897
8,21.570097822774734,60.23673151976547,8.223767026997137,56.16761255292627,6.796332233322682,13,21.50836902662472,25.763101081965793,7.298022719392591,3.936055558348682,0.3264433665414902,56.086510896845475,39.34258579852861,18.20285291504112,0.03312134338050727,0.64780187824492,210.8511323347656,18.701153854082023,1665.0428788828551,132.24373725454404
9,19.744873435008508,68.39050991784812,5.042270404447468,84.47792391456179,8.192337284782273,11,13.286528616538265,23.194197295271184,6.761349730126889,4.7629174076334575,0.656069403768684,22.62800229849865,46.655088180549676,8.25601485707514,0.19572370724858662,2.3581206858132697,293.97011763705336,18.381711040714954,3858.0747991135927,137.54577192764702
10,14.708081599171377,76.80750694403983,2.520713226807299,82.29340134137881,17.616485897058325,9,13.813882079169327,26.430836479181608,6.602192502119511,3.925086161358361,1.5013924470892899,31.58073349003037,20.293198407337428,7.91122818449441,0.422193800083947,2.880009070361187,162.69463489379413,25.651393762211704,5875.86004994383,187.03896223179453
11,-1.4623510273145897,62.912082169355585,7.360731132186297,28.67438681243612,9.90689347957046,6,0.12259627243705307,29.85814045676473,6.733940502642987,3.478610098543368,0.918686475249076,45.85952705500257,46.922861424510586,9.767016809850132,0.2880581737772513,1.0207290743280728,158.5608480247618,27.595087904230443,7965.989288829441,104.26277851002007
12,-7.230047268428322,54.15031870286778,3.9451759154831754,68.0057914854086,12.442350867418405,5,-1.4731040760155434,27.53258211243703,6.128271809813116,4.352767069657334,1.7101775471381504,95.78267561679023,47.10670836994304,16.744221841018252,0.30174399436786753,3.6715809905966554,200.08962006013473,18.029778183433507,3171.9375530832704,182.4294995891668
1,-9.386364145635891,61.307622139785536,5.836719986875196,59.927419609279916,14.778347457278647,5,-7.413065636192766,16.420453690998176,7.64236099034875,3.972575983506585,1.7305568460495817,52.26587128235086,35.482275796112866,15.712606176145925,0.19786852858024084,3.3428544137241545,50.62719371057418,19.87299375535554,5101.763527640978,130.0764639557953
2,-4.8497575654027525,47.52520856604716,7.163033336221382,40.221006655299874,11.780806138638766,6,-8.003359540055971,21.848405087487137,7.053923066279369,4.515030412686653,1.0185266095164198,58.63521672648644,29.517675157015372,15.332054961057732,0.17988335119563986,1.9499872615319216,190.7099542521841,12.350231595683752,2068.1349465833136,71.0588425794893
3,0.46826988188252017,42.175430789712564,6.251342740385514,25.831842939777204,10.660921884950643,8,-2.423212138227666,25.759749158543734,7.625864153667166,3.899903128965035,1.1307593644794482,105.32630480847568,11.199625510407994,6.842669914431797,0.05651434562581168,0.8436900801207441,115.120928799137,18.30130650958013,1360.1118399256034,190.2674361784084
4,13.542568026544155,83.72399592248419,1.3825004057964154,86.62622023803847,17.05601113162234,10,18.04211729204921,23.198604191495217,7.469722676939183,2.1538606380279575,0.24416780001957877,31.001852528194416,46.59155453192832,5.9175402408267335,0.059073268082564356,3.7564364092033444,76.84814545806955,26.743907468134346,6419.530910467148,56.042298279823136
5,10.2184739688963,64.0474772581117,9.974578633900906,89.09471440890879,9.650381500569269,12,12.726184682308068,19.697649905952527,7.335447039762537,3.0233982579871506,0.3808144166129953,115.8595001587793,28.320624729804184,6.151680855297005,0.39712561156110976,2.5485894238258022,172.34233131719606,21.833579178681994,4290.257621152747,147.26302219827488
6,28.012328180479823,67.60814656500064,6.9364044806884735,65.24704624786072,12.96769666449945,14,14.299310274386789,18.391941088971635,7.232772418395306,3.2764283201053317,0.8716451226309441,117.50135335762532,10.22275442494645,15.184917203680078,0.2497209901401075,1.8186690343622323,135.1341528933974,9.32188738287924,3006.890620614523,108.71277081655592
7,24.561733791372525,70.25352874048875,5.082139174807044,81.66558738010156,14.596069960675617,14,17.739926987352234,16.929329319262838,5.698122966103464,4.8371652647699666,1.7844459143356066,26.44749043587651,32.9630406338984,19.406027282912277,0.3760999670736163,2.2213426788973543,110.27574722665871,11.97592687703239,6021.784660035205,167.086290986577
8,23.401706540920056,45.44269156825172,9.40481536263935,86.02864611100614,7.108081685411342,13,12.361462007092452,23.39669206874334,6.210356544323815,2.8497491282437037,0.2657210262257823,143.7070877616373,43.206658386393784,6.707518878138752,0.4395333961489068,2.8903461958709795,131.36028295715215,26.781263860378296,4985.166408364687,177.30047665015792
9,14.692679244872524,62.529296807282236,3.619090264698605,44.89234227502374,13.51628103692332,11,23.941184474172346,25.002943999203367,5.868445479450984,2.0209885564294603,1.716876925466492,64.18393215443066,22.598637585593316,17.01096684413573,0.4732285065540194,3.1181578092318474,93.46182822785806,14.784457339776056,6195.489143260555,186.03887220058598
10,14.986000639496602,63.020240821218366,8.402723365077549,14.196847849964566,9.287371246324518,9,7.430268066949786,34.38809613204735,5.508484120537151,2.924062213287779,1.8677832932645173,56.40156173094152,19.002670632583076,15.951327671539753,0.37521605756993404,2.15262258926628,286.7293674663558,10.067676988546047,7350.618754846981,163.32621147879436
11,0.577458385978332,76.31088788755183,2.1988195877237846,21.788424387390457,18.949058048711088,6,-5.388731366628001,10.101990171235117,6.4725762289622555,2.311552923296383,1.739769337164077,139.56362431479596,29.29705457425651,11.382072995150555,0.27412924570260505,1.2916811869574518,124.491465355084,7.52442926210012,3848.375683335225,141.7537433800489
